ISO3,Year,Region,country,iso3c,LandArea,ArablePercent,Population,PopGrowth,RuralPopulation,UrbanPopulation,BirthRatePer1K,FertilityRate,PrimarySchoolAge,LifeExpectancy,AgeDepRatioOld,CO2Emissions,GDP,GDPPerCapita,GDPPerCapGrowth,GNIPerCapita,AdjNetNatlIncome,Inflation,Unemployment,TotalTrade,Exports,Imports,FDIIn,AgriEmployment,MobileCellSubscriptions,NaturalResourceRents,MilitaryExpenditures,GovtExpenditures,PublicEdExpend,WomenBusLawIndex,PaidParentalLeave
AZE,2018,Europe & Central Asia,Azerbaijan,AZE,82654,25.3817117138916,9939771,0.866316916370841,44.32,55.68,14,1.73,6,72.76,8.62374765477201,3.2928323542098,52304902010.6514,5262.18380792188,0.624486167739661,NA,NA,2.26854690374005,4.90000009536743,91.6725765369825,54.0922938620586,37.5802826749238,2.97794611197123,36.2599983215332,101.8436601,29.3546240939992,3.56240123412697,10.4664635668981,2.45543003082275,78.75,1
BHS,2018,Latin America & Caribbean,"Bahamas, The",BHS,10010,0.799200799200799,401906,0.720668948364001,16.975,83.025,11.566,1.412,5,73.806,10.816629963671,6.96680306418984,12340765666.5406,30705.6019729505,1.09978136712807,28788.4548719399,10887471125.4363,2.26586346678726,10,75.662051772527,35.8558459681086,39.8062058044184,3.85240196012533,2.25999999046326,96.71589874,0.0131164597095545,NA,12.3747628529767,2.24967002868652,81.25,0
BHR,2018,Middle East & North Africa,Bahrain,BHR,780,2.05128205128205,1487340,2.07237016433842,10.713,89.287,13.818,1.93,6,79.857,3.62465184391122,20.7148328330727,34243206973.6781,23023.1197800625,0.0167861091434816,21737.0570445114,26007442791.6048,2.08766938046983,1.20099997520447,150.806054558909,79.2525219237919,71.5535326351172,0.29408549051138,0.970000028610229,140.7017898,13.0369080147772,4.07429482993766,16.2860745454655,2.36661005020142,40,0
BGD,2018,South Asia,Bangladesh,BGD,130170,59.7088422831682,163683958,1.16137846270492,63.368,36.632,18.462,2.04,6,72.567,7.87968833015957,0.50982391901986,239028505056.988,1460.30501692162,6.08023776882422,1520.40753811411,199528014394.461,5.5436213948647,4.41300010681152,32.5146317240884,12.6747879443391,19.8398437797492,0.753510982649492,39.3899993896484,98.83168698,0.599715199260464,1.26399978490041,5.95916693091491,1.94795548915863,49.375,0
BRB,2018,Latin America & Caribbean,Barbados,BRB,430,16.2790697674419,279688,0.179288797746607,68.853,31.147,10.913,1.619,5,77.067,20.8209740191438,4.43351166133956,4816487749.94047,17220.9310014747,-1.20442737607596,NA,NA,3.67381410406798,8.31999969482422,75.463729384312,35.5248066264005,39.9389227579115,4.73971114455638,2.70000004768372,117.7476331,0.321377221369412,NA,11.7915755593097,5.42886018753052,76.875,0
BLR,2018,Europe & Central Asia,Belarus,BLR,202980,28.1407035175879,9438785,-0.213824206997671,21.405,78.595,9.9,1.448,6,74.1756097560976,23.4910631244069,6.24550731507705,58198692497.6768,6165.90933024502,3.36999151883471,5947.3744356048,47312275370.8948,4.87230220550689,4.76000022888184,139.393736250171,70.4550452625374,68.9386909876332,2.3762618776861,11.3100004196167,119.8449004,1.99093325768474,1.18226172889567,15.7394924938501,5.38111019134521,75.625,1
BEL,2018,Europe & Central Asia,Belgium,BEL,30280,28.0713342140026,11427054,0.455184695275022,1.999,98.001,10.4,1.62,6,81.5951219512195,29.2177432143905,8.19633858929077,484305039588.75,42382.3182763247,1.33065222724522,42593.1122040563,396407919211.322,2.05316499865181,5.94999980926514,166.494787097425,83.0796294670067,83.4151576304182,-7.65717995735734,0.990000009536743,99.9891253,0.019239121093776,0.891399549680955,23.1414661163506,6.38137006759644,100,1
BLZ,2018,Latin America & Caribbean,Belize,BLZ,22810,3.94563787812363,382066,1.94863445386443,54.276,45.724,21.015,2.345,5,73.703,6.951143006701,1.64892975358087,2199497511.31222,5756.8522488581,-0.84761704829117,5356.12417474212,1405959489.74805,0.269982622646432,6.64400005340576,99.719222462203,51.0799136069114,48.6393088552916,5.27177740625084,17.0100002288818,64.46818089,0.996808197316465,1.24738793456678,19.2224622030238,7.47227001190186,79.375,0
BEN,2018,Sub-Saharan Africa,Benin,BEN,112760,24.8315005321036,11940683,2.92239218681089,52.688,47.312,38.186,5.199,6,60.14,5.71850970797997,0.621404996371979,13268812215.2665,1111.22724012241,3.62426821593731,1099.95515458402,11676383002.7935,0.644803622440778,1.47000002861023,61.7951944903448,27.2742306189085,34.5209638714363,1.36073573349145,39.0800018310547,79.24062635,2.46040412481133,0.6328575401476,10.4105053943384,2.93161988258362,74.375,0
BMU,2018,North America,Bermuda,BMU,54,5.55555555555556,63918,0.0704274978050419,0,100,8.3,1.3,5,81.6517073170732,26.4077715029399,NA,6819905984.64909,106697.737486296,-0.50289929998705,110034.92418323,NA,NA,NA,77.5552703807388,51.4791563825902,26.0761139981486,1.32046326053902,NA,NA,0,NA,11.7283240729939,1.93595468997955,NA,NA
BTN,2018,South Asia,Bhutan,BTN,38140,2.46460409019402,762096,0.787111572078005,59.105,40.895,13.789,1.569,6,71.129,8.54840120313789,1.37777911485729,2336476327.38733,3065.85564992774,2.24715498739612,2789.65548466045,1908680209.9896,2.72396386183716,2.44400000572205,84.1870116266903,30.8177060148869,53.3693056118033,0.108279483744831,56.1199989318848,92.31829061,1.98869700878608,NA,17.1169027937557,6.80103349685669,71.875,0
BOL,2018,Latin America & Caribbean,Bolivia,BOL,1083300,4.13551186190344,11606905,1.48747419672442,30.575,69.425,22.634,2.73,6,67.748,7.8536485642925,2.00139481991421,37364958855.9519,3219.20088567555,2.6847971997509,3137.84581144166,32151204775.2688,2.27205987230148,3.51999998092651,57.1099646333271,25.9887950657509,31.1211695675762,0.750524780940684,31.0599994659424,98.61224848,5.06676014470709,1.49690234223745,17.5256446701758,8.89999961853027,88.75,0
BIH,2018,Europe & Central Asia,Bosnia and Herzegovina,BIH,51200,20.09765625,3400129,-1.16659481128762,51.755,48.245,9.067,1.384,6,77.093,24.3788197359909,6.64680674805859,17897763141.48,5263.84826619226,4.95738616073147,5231.74281812788,15394664016.5414,1.41710814018026,18.3999996185303,99.8968920580931,42.6093498916213,57.2875421664718,2.98155916099728,15.7299995422363,101.7919614,1.03467641221929,0.852548557100982,19.769533185659,NA,85,0
BWA,2018,Sub-Saharan Africa,Botswana,BWA,566730,0.458066451396609,2451409,2.04278510078483,30.554,69.446,25.328,2.903,6,65.422,5.37897896342154,2.98195851560451,15734544891.6947,6418.57188730836,2.0830514501188,5824.70113427373,11986296848.1928,3.2380155894771,22.0709991455078,87.4551039946493,44.228143923739196,43.2269600709101,1.67893797952992,20.3700008392334,137.9300386,0.809852818321017,2.67608892317505,29.0987970338455,6.72131013870239,63.75,0
BRA,2018,Latin America & Caribbean,Brazil,BRA,8358140,6.67158004053533,210166592,0.793768153848091,13.431,86.569,14.133,1.749,6,75.109,12.4624531687822,2.06498086163178,1797739006514.93,8553.87618653936,0.978938492697395,8316.01280955985,1534199006964.32,3.66485028376724,12.3299999237061,28.8762033745466,14.6349994952986,14.241203879248,4.07745878194606,9.26000022888184,99.64002652,3.76454189015038,1.46967772350671,19.8950877802146,6.08851003646851,81.875,0
VGB,2018,Latin America & Caribbean,British Virgin Islands,VGB,150,6.66666666666667,30335,0.910677706943281,52.277,47.723,7.114,0.917,5,75.831,11.0374104537012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.7092467,NA,NA,NA,2.4343900680542,NA,NA
BRN,2018,East Asia & Pacific,Brunei Darussalam,BRN,5270,0.759013282732448,434274,0.924880804854795,22.371,77.629,15.05,1.848,6,74.712,6.71965479822149,17.3623103429011,12784201742.5315,29438.1006980189,-0.868860056866723,29686.1468517665,10223235554.1717,1.02505179290213,8.69999980926514,93.896319873231,51.93227637834,41.964043494891,3.80474135275375,1.05999994277954,130.3207192,26.1275819717252,2.63661248547429,24.1412808043276,NA,53.125,0
BGR,2018,Europe & Central Asia,Bulgaria,BGR,108560,32.0375829034635,7025037,-0.722080405222853,24.992,75.008,8.9,1.56,7,74.9634146341464,33.5271747920843,5.82203361005485,55214628202.2217,7859.6921556743,3.42891056956151,7597.76322085316,46640802854.616,2.81454473824833,5.21000003814697,128.851658793041,65.6958529144087,63.1558058786326,2.72719037994676,6.57999992370605,117.8397093,0.671719737316267,1.45156836676972,16.4143432953985,4.04530000686646,90.625,1
BFA,2018,Sub-Saharan Africa,Burkina Faso,BFA,273600,21.9298245614035,20392723,2.76868116258088,70.642,29.358,37.294,5.069,6,60.047,4.88871967055035,0.229003261422908,14194244080.5891,696.04456847617,3.69351332759673,673.454667522086,12692539489.6075,1.95594302672532,4.69000005722046,60.5956256236488,28.0789061419219,32.5167194817269,1.68919955715947,27.0799999237061,94.83338248,8.56376219172977,2.16504174626094,18.419409475168,5.488609790802,80,0
BDI,2018,Sub-Saharan Africa,Burundi,BDI,25680,46.7289719626168,11493472,2.98382355303175,86.968,13.032,37.011,5.38,7,61.688,4.80173091205831,0.060034078267717,3150727480.46183,274.131914225904,-1.37713962186088,274.78867041566,2251241729.10752,-2.8146980766847,1.58700001239777,26.5997024647774,5.6856543143069,20.9140481504705,0.0369812562785432,86.25,54.97002994,12.6036911469817,1.88216144691977,26.2102674584933,5.07864999771118,73.125,0
CPV,2018,Sub-Saharan Africa,Cabo Verde,CPV,4030,12.4069478908189,571202,1.09986005170242,34.268,65.732,17.821,1.964,6,75.733,7.84725839338109,1.06792345668453,1812401360.18566,3172.96045914695,3.38776460555046,3097.74834844419,1548155080.48007,1.25699566690509,12.1700000762939,116.951067174899,48.9526443748728,67.9984228000264,5.22570759333946,11.8400001525879,106.8497659,14.1459207306859,0.542008419435312,17.798660743674,5.36885023117065,86.25,0
KHM,2018,East Asia & Pacific,Cambodia,KHM,176520,21.9578518014956,16025238,1.22144565921597,76.612,23.388,20.805,2.435,6,70.561,7.3457448089541,0.909814875991614,22194442188.3034,1384.96802283394,6.16447598496683,1305.86333176625,19469793108.4483,2.45908515380133,0.14300000667572,124.898612832521,61.5957275117758,63.3028853207447,13.0744980659541,36.3800010681152,121.1658947,0.875612451869286,2.22485237535631,4.9262731711361,2.57805943489075,75,0
CMR,2018,Sub-Saharan Africa,Cameroon,CMR,472710,13.1158638488714,25076747,2.7637376380325,43.626,56.374,36.716,4.694,6,61.18,5.11360567121063,0.382426004161859,36242614126.2874,1445.26776644065,1.1217952158362,1418.23534398009,29568634651.1784,1.0742994515814,3.61700010299683,40.587602877028,18.7362534690181,21.8513494080099,1.91398182081519,44.1699981689453,73.59740879,6.49686681355859,1.11159531025983,11.920018840418,3.03096008300781,60,0
CAN,2018,North America,Canada,CAN,8965590,4.31538805588924,37065084,1.41245586917998,18.589,81.411,10.1,1.5,6,82.0487804878049,25.7031416810072,15.6505790424074,1664870307455.57,44917.4837282326,1.33556428524561,44536.1710204933,1357635587129.09,2.268225672481,5.82999992370605,66.447716838606,32.2801824238976,34.1675344147084,2.46931207254863,1.49000000953674,89.67401709,2.12446559041552,1.32468109445935,20.6815221553072,4.8889799118042,97.5,1
CYM,2018,Latin America & Caribbean,Cayman Islands,CYM,240,0.833333333333333,64884,2.02863766124782,0,100,9.9,NA,5,NA,9.20264093448451,NA,5229690027.6011,80600.6107453471,2.17337297172145,NA,NA,NA,NA,117.117123372744,71.587849798792,45.5292735739521,3.13983173294389,NA,NA,0,NA,2.11133272268875,2.16680669784546,NA,NA
CAF,2018,Sub-Saharan Africa,Central African Republic,CAF,622980,2.88933834151979,5094780,1.94305862344608,58.636,41.364,41.831,6.037,6,54.369,4.84276918336025,0.0451442464978517,1927167157.0247,378.263076526306,1.79222030531334,405.964217344986,1894359095.38562,1.61215686991555,5.60500001907349,49.6602000024318,15.9400300007701,33.7201700016618,0.810612600660747,70.3000030517578,25.10924907,10.8643090896974,1.43304053959819,7.70001000295874,1.56587994098663,76.875,0
TCD,2018,Sub-Saharan Africa,Chad,TCD,1259200,4.12960609911055,15604210,3.37812774879537,76.941,23.059,44.37,6.464,6,52.825,4.06838586565031,0.140346743425041,10195006847.3059,653.349759283291,-1.02652688805676,642.678997834782,7186383538.19079,4.27462198610544,1.12999999523163,74.2047537321657,36.1906824485852,38.0140712835805,4.10075324676178,75.3899993896484,44.75798518,24.5655738325211,2.33946854618029,3.60339327694371,2.25947999954224,66.25,0
CHL,2018,Latin America & Caribbean,Chile,CHL,743532,1.63140254891518,18701450,1.79596279901203,12.436,87.564,11.94,1.564,6,80.133,17.1922339007482,4.63119173167597,260076767994.429,13906.7702234013,2.1390781835667,13332.3449512008,203043623944.252,2.43488981353058,7.23000001907349,58.1770506334403,28.5290447397614,29.6480058936789,2.62680355492942,9.22000026702881,134.6365175,5.76285982731167,1.86392776997444,14.8564737574086,5.43316984176636,77.5,1
CHN,2018,East Asia & Pacific,China,CHN,9424702.9,12.676760346472,1402760000,0.467672053461959,40.848,59.152,10.86,1.554,6,77.744,16.369816309205,7.48733189390915,13493418449047,9619.19248413627,6.25170055576318,9577.06830926869,10021302539082.6,2.07479039965578,4.28000020980835,37.5657841020956,19.1121035363869,18.4536805657087,1.69390529382619,26.0699996948242,116.3882038,1.47794127719618,1.73953368321942,16.5358083434983,3.54249000549316,75.625,0
COL,2018,Latin America & Caribbean,Colombia,COL,1109500,5.42676881478143,49276961,1.89558675057496,19.222,80.778,14.841,1.787,6,76.748,11.4521577256146,1.59486288811298,311467946721.7,6320.76208436838,0.638439615993107,6161.16831240172,260505916539.574,3.24056932930567,9.10999965667725,36.5347527968973,15.8997196775431,20.6350331193542,3.3808357321772,16.7099990844727,130.9211763,5.02867928367672,3.06210551143266,15.4214808598175,4.44910001754761,81.875,0
COM,2018,Sub-Saharan Africa,Comoros,COM,1861,35.4648038688877,776313,1.90502758147562,71.035,28.965,30.859,4.196,6,63.912,7.50625086424007,0.386442081893423,1073934161.69033,1383.37778922977,1.68672159754276,1390.86783375812,997796445.856667,NA,8.07900047302246,42.996153341343,12.909022989086,30.087130352257,0.477150042035581,34.9900016784668,64.26561932,1.45730020542914,NA,10.2296889355558,NA,65,0
COD,2018,Sub-Saharan Africa,"Congo, Dem. Rep.",COD,2267050,5.95222866721069,87087355,3.27282723445499,55.54,44.46,42.989,6.302,6,59.942,5.97850420764127,0.0358260953677957,42619014794.5289,489.382354011428,2.41383997514191,471.426785499415,37125409422.3284,NA,4.45100021362305,69.9197291504798,32.5535282648245,37.3662008856553,2.95904257569684,64.8099975585938,41.87818082,17.9302734713869,0.623912514687135,6.31759389454562,NA,70,0
COG,2018,Sub-Saharan Africa,"Congo, Rep.",COG,341500,1.61054172767204,5441062,2.39418462530963,33.084,66.916,32.337,4.367,6,64.053,4.67759825452151,1.19278180824224,9655784261.38472,1774.61390099667,-7.05742027812481,1665.05163300523,3991309168.9228,1.15277896375521,20.6140003204346,120.03576232405,71.0295689513304,49.0061933727199,31.5672219442431,33.7400016784668,91.89382514,47.4371556524961,2.50811727955521,14.5945704974532,2.99548006057739,49.375,0
CRI,2018,Latin America & Caribbean,Costa Rica,CRI,51060,4.94516255385821,5040734,0.934615300864476,20.66,79.34,13.562,1.709,6,79.484,13.8997330193017,1.6604724402357,62862775554.712,12470.95672073,1.66130830993416,11812.928132744,56045462964.9557,2.22111461526584,9.63000011444092,66.945342016636,33.7385107761536,33.2068312404824,4.82943871297369,12.3999996185303,168.5386493,0.934956585459435,NA,16.1957338928329,6.76991987228394,80,0
CIV,2018,Sub-Saharan Africa,Cote d'Ivoire,CIV,318000,11.0062893081761,25493988,2.56647493405036,49.221,50.779,35.007,4.611,6,58.849,4.35146536867754,0.399702062320862,56350019798.3227,2210.32581478907,4.18187593952662,2124.32476035475,53268518783.0768,0.359409031380664,3.29299998283386,46.0674863772771,22.6406826881759,23.4268036891012,1.06932420831873,41.0099983215332,132.6110689,3.34335409374428,1.41343544765218,10.2409781481538,3.23993992805481,78.125,0
